Year,Length,Title,Subject,Actor,Actress,Director,Popularity,Awards,Credits
1983,94,Rumble Fish,Drama,"Dillon, Matt","Lane, Diane","Coppola, Francis Ford",4,No,"Rumble Fish: a Dillon, Matt and Lane, Diane film’s, directed by Coppola, Francis Ford"
1983,91,"Outsiders, The",Drama,"Howell, C. Thomas","Lane, Diane","Coppola, Francis Ford",56,No,"Outsiders, The: a Howell, C. Thomas and Lane, Diane film’s, directed by Coppola, Francis Ford"
1990,115,Men Don't Leave,Drama,"Howard, Arliss","Lange, Jessica","Brickman, Paul",66,No,"Men Don't Leave: a Howard, Arliss and Lange, Jessica film’s, directed by Brickman, Paul"
1951,122,A Streetcar Named Desire,Drama,"Brando, Marlon","Leigh, Vivien","Kazan, Elia",75,Yes,"A Streetcar Named Desire: a Brando, Marlon and Leigh, Vivien film’s, directed by Kazan, Elia"
1971,84,"Statue, The",Drama,"Niven, David","Lisi, Virna","Amateau, Rod",80,No,"Statue, The: a Niven, David and Lisi, Virna film’s, directed by Amateau, Rod"
1985,128,Christopher Columbus,Drama,"Byrne, Gabriel","Lisi, Virna","Lattuada, Alberto",69,No,"Christopher Columbus: a Byrne, Gabriel and Lisi, Virna film’s, directed by Lattuada, Alberto"
1989,116,In Country,Drama,"Willis, Bruce","Lloyd, Emily","Jewison, Norman",76,No,"In Country: a Willis, Bruce and Lloyd, Emily film’s, directed by Jewison, Norman"
1974,90,"Second Coming of Suzanne., The",Drama,"Dreyfuss, Richard","Locke, Sondra","Barry, Michael",21,No,"Second Coming of Suzanne., The: a Dreyfuss, Richard and Locke, Sondra film’s, directed by Barry, Michael"
1986,105,Ratboy,Drama,"Townsend, Robert","Locke, Sondra","Locke, Sondra",1,No,"Ratboy: a Townsend, Robert and Locke, Sondra film’s, directed by Locke, Sondra"
1987,95,"Kitchen Toto, THe",Drama,"Peck, Bob","Logan, Phyllis","Hook, Harry",41,No,"Kitchen Toto, THe: a Peck, Bob and Logan, Phyllis film’s, directed by Hook, Harry"
1929,68,Racketeer,Drama,"Armstrong, Robert","Lombard, Carole","Higgin, Howard",2,No,"Racketeer: a Armstrong, Robert and Lombard, Carole film’s, directed by Higgin, Howard"
1986,132,Alrededor de Medianoche,Drama,Francois Cluzet,Lonette McKee,"Rayfield, David",47,No,"Alrededor de Medianoche: a Francois Cluzet and Lonette McKee film’s, directed by Rayfield, David"
1960,101,Heller in Pink Tights,Drama,"Quinn, Anthony","Loren, Sophia","Cukor, George",52,No,"Heller in Pink Tights: a Quinn, Anthony and Loren, Sophia film’s, directed by Cukor, George"
1961,100,Two Women,Drama,"Belmondo, Jean-Paul","Loren, Sophia","De Sica, Vittorio",83,Yes,"Two Women: a Belmondo, Jean-Paul and Loren, Sophia film’s, directed by De Sica, Vittorio"
1954,107,"Gold of Naples, The",Drama,"De Sica, Vittorio","Loren, Sophia","De Sica, Vittorio",40,No,"Gold of Naples, The: a De Sica, Vittorio and Loren, Sophia film’s, directed by De Sica, Vittorio"
1964,188,"Fall of the Roman Empire, The",Drama,"Boyd, Stphen","Loren, Sophia","Mann, Anthony",62,No,"Fall of the Roman Empire, The: a Boyd, Stphen and Loren, Sophia film’s, directed by Mann, Anthony"
1961,172,El Cid,Drama,"Heston, Charlton","Loren, Sophia","Mann, Anthony",10,No,"El Cid: a Heston, Charlton and Loren, Sophia film’s, directed by Mann, Anthony"
1958,114,Desire under the Elms,Drama,"Perkins, Anthony","Loren, Sophia","Mann, Delbert",13,No,"Desire under the Elms: a Perkins, Anthony and Loren, Sophia film’s, directed by Mann, Delbert"
1953,92,Two Nights with Cleo,Drama,"Sordi, Alberto","Loren, Sophia","Mattoli, Mario",54,No,"Two Nights with Cleo: a Sordi, Alberto and Loren, Sophia film’s, directed by Mattoli, Mario"
1959,,"Black Orchid, The",Drama,"Quinn, Anthony","Loren, Sophia","Ritt, Martin",54,No,"Black Orchid, The: a Quinn, Anthony and Loren, Sophia film’s, directed by Ritt, Martin"
1977,91,Angela,Drama,"Railsback, Steve","Loren, Sophia","Sagal, Boris",80,No,"Angela: a Railsback, Steve and Loren, Sophia film’s, directed by Sagal, Boris"
1977,105,A Special Day,Drama,"Mastroianni, Marcello","Loren, Sophia","Scola, Ettore",80,Yes,"A Special Day: a Mastroianni, Marcello and Loren, Sophia film’s, directed by Scola, Ettore"
1991,145,"Sophia Loren, Her Own Story",Drama,"Gavin, John","Loren, Sophia",,49,No,
1990,,Running Away,Drama,"Loggia, Robert","Loren, Sophia",,2,No,
1986,141,Courage,Drama,"Williams, Billy Dee","Loren, Sophia",,56,No,
1991,118,Test Pilot,Drama,"Gable, Clark","Loy, Myrna",,13,No,
1986,125,"Mission, The",Drama,"De Niro, Robert","Lunghi, Cherie","Joffe, Roland",20,No,"Mission, The: a De Niro, Robert and Lunghi, Cherie film’s, directed by Joffe, Roland"
1962,150,Lolita,Drama,"Mason, James","Lyon, Sue","Kubrick, Stanley",80,No,"Lolita: a Mason, James and Lyon, Sue film’s, directed by Kubrick, Stanley"
1989,101,"Sex, Lies, and Videotape",Drama,"Spader, James","MacDowell, Andie","Soderbergh, Steven",70,Yes,"Sex, Lies, and Videotape: a Spader, James and MacDowell, Andie film’s, directed by Soderbergh, Steven"
1983,132,Terms of Endearment,Drama,"Nicholson, Jack","MacLaine, Shirley","Brooks, James L.",32,Yes,"Terms of Endearment: a Nicholson, Jack and MacLaine, Shirley film’s, directed by Brooks, James L."
1992,84,Dragonfight,Drama,"Z'Dar, Robert","MacLaren, Fawna",,71,No,
1939,85,Back Door to Heaven,Drama,"Ford, Wallace","MacMahon, Aline","Howard, William K.",83,No,"Back Door to Heaven: a Ford, Wallace and MacMahon, Aline film’s, directed by Howard, William K."
1986,103,Fire with Fire,Drama,"Sheffer, Craig","Madsen, Virginia","Gibbins, Duncan",9,No,"Fire with Fire: a Sheffer, Craig and Madsen, Virginia film’s, directed by Gibbins, Duncan"
1990,120,Hot Spot,Drama,"Johnson, Don","Madsen, Virginia","Hopper, Dennis",70,No,"Hot Spot: a Johnson, Don and Madsen, Virginia film’s, directed by Hopper, Dennis"
1974,124,Amarcord,Drama,"Noel, Magali","Maggio, Pupella","Fellini, Federico",50,Yes,"Amarcord: a Noel, Magali and Maggio, Pupella film’s, directed by Fellini, Federico"
1980,94,Out of the Blue,Drama,"Hopper, Dennis","Manz, Linda","Hopper, Dennis",4,No,"Out of the Blue: a Hopper, Dennis and Manz, Linda film’s, directed by Hopper, Dennis"
1955,92,Il Bidone,Drama,"Crawford, Broderick","Masina, Guilietta","Fellini, Federico",70,No,"Il Bidone: a Crawford, Broderick and Masina, Guilietta film’s, directed by Fellini, Federico"
1986,130,El Guerrero Solitario,Drama,"Eastwood, Clint","Mason, Marsha","Eastwood, Clint",77,No,"El Guerrero Solitario: a Eastwood, Clint and Mason, Marsha film’s, directed by Eastwood, Clint"
1991,113,Audrey Rose,Drama,"Hopkins, Anthony","Mason, Marsha",,62,No,
1992,101,White Sands,Drama,"Dafoe, Willem","Mastrantonio, Mary Elizabeth","Donaldson, Roger",38,No,"White Sands: a Dafoe, Willem and Mastrantonio, Mary Elizabeth film’s, directed by Donaldson, Roger"
1986,119,"Color of Money, The",Drama,"Newman, Paul","Mastrantonio, Mary Elizabeth","Scorsese, Martin",6,Yes,"Color of Money, The: a Newman, Paul and Mastrantonio, Mary Elizabeth film’s, directed by Scorsese, Martin"
1986,119,Children of a Lesser God,Drama,"Hurt, William","Matlin, Marlee","Haines, Randa",20,Yes,"Children of a Lesser God: a Hurt, William and Matlin, Marlee film’s, directed by Haines, Randa"
1990,92,After the Shock,Drama,"Kotto, Yaphet","McClanahan, Rue","Sherman, Gary",28,No,"After the Shock: a Kotto, Yaphet and McClanahan, Rue film’s, directed by Sherman, Gary"
1987,130,Matewan,Drama,"Jones, James Earl","McDonnell, Mary","Sayles, John",81,No,"Matewan: a Jones, James Earl and McDonnell, Mary film’s, directed by Sayles, John"
1988,120,Mississippi Burning,Drama,"Hackman, Gene","McDormand, Frances","Parker, Alan",41,Yes,"Mississippi Burning: a Hackman, Gene and McDormand, Frances film’s, directed by Parker, Alan"
1988,109,Unsettled Land,Drama,"Shea, John","McGillis, Kelly","Barbash, Uri",75,No,"Unsettled Land: a Shea, John and McGillis, Kelly film’s, directed by Barbash, Uri"
1991,98,Cat Chaser,Drama,"Weller, Peter","McGillis, Kelly","Ferrera, Abel",6,No,"Cat Chaser: a Weller, Peter and McGillis, Kelly film’s, directed by Ferrera, Abel"
1988,110,"Accused, The",Drama,"Coulson, Bernie","McGillis, Kelly","Kaplan, Jonathan",71,Yes,"Accused, The: a Coulson, Bernie and McGillis, Kelly film’s, directed by Kaplan, Jonathan"
1989,109,Winter People,Drama,"Russell, Kurt","McGillis, Kelly","Kotcheff, Ted",30,No,"Winter People: a Russell, Kurt and McGillis, Kelly film’s, directed by Kotcheff, Ted"
1985,112,Witness,Drama,"Ford, Harrison","McGillis, Kelly","Weir, Peter",59,No,"Witness: a Ford, Harrison and McGillis, Kelly film’s, directed by Weir, Peter"
1984,109,Racing with the Moon,Drama,"Penn, Sean","McGovern, Elizabeth","Benjamin, Richard",50,No,"Racing with the Moon: a Penn, Sean and McGovern, Elizabeth film’s, directed by Benjamin, Richard"
1965,199,"Greatest Story Ever Told, The",Drama,"Sydow, Max von","McGuire, Dorothy","Stevens, George",26,No,"Greatest Story Ever Told, The: a Sydow, Max von and McGuire, Dorothy film’s, directed by Stevens, George"
1989,105,Hawks,Drama,"Dalton, Timothy","McTeer, Janet","Miller, Robert Ellis",11,No,"Hawks: a Dalton, Timothy and McTeer, Janet film’s, directed by Miller, Robert Ellis"
1957,89,Paths of Glory,Drama,"Douglas, Kirk","Menjou, Adolphe","Kubrick, Stanley",47,No,"Paths of Glory: a Douglas, Kirk and Menjou, Adolphe film’s, directed by Kubrick, Stanley"
1964,120,Tom Jones,Drama,"Ustinov, Peter","Mercouri, Melina","Dassin, Jules",39,Yes,"Tom Jones: a Ustinov, Peter and Mercouri, Melina film’s, directed by Dassin, Jules"
1990,117,Internal Affairs,Drama,"Gere, Richard","Metcalf, Laurie","Figgis, Mike",3,No,"Internal Affairs: a Gere, Richard and Metcalf, Laurie film’s, directed by Figgis, Mike"
1991,206,JFK,Drama,"Costner, Kevin","Metcalf, Laurie","Stone, Oliver",78,No,"JFK: a Costner, Kevin and Metcalf, Laurie film’s, directed by Stone, Oliver"
1970,194,Ryan's Daughter,Drama,"Mitchum, Robert","Miles, Sarah","Lean, David",81,Yes,"Ryan's Daughter: a Mitchum, Robert and Miles, Sarah film’s, directed by Lean, David"
1972,128,Cabaret,Drama,"Grey, Joel","Minnelli, Liza","Fosse, Bob",59,Yes,"Cabaret: a Grey, Joel and Minnelli, Liza film’s, directed by Fosse, Bob"
1976,97,A Matter of Time,Drama,"Boyer, Charles","Minnelli, Liza","Minnelli, Vincente",70,No,"A Matter of Time: a Boyer, Charles and Minnelli, Liza film’s, directed by Minnelli, Vincente"
1977,137,"New York, New York",Drama,"De Niro, Robert","Minnelli, Liza","Scorsese, Martin",8,No,"New York, New York: a De Niro, Robert and Minnelli, Liza film’s, directed by Scorsese, Martin"
1986,113,About Last Night,Drama,"Lowe, Rob","Moore, Demi","Zwick, Edward",66,No,"About Last Night: a Lowe, Rob and Moore, Demi film’s, directed by Zwick, Edward"
1982,107,Six Weeks,Drama,"Moore, Dudley","Moore, Mary Tyler","Bill, Tony",73,No,"Six Weeks: a Moore, Dudley and Moore, Mary Tyler film’s, directed by Bill, Tony"
1952,99,"Come Back, Little Sheba",Drama,"Lancaster, Burt","Moore, Terry","Mann, Daniel",50,Yes,"Come Back, Little Sheba: a Lancaster, Burt and Moore, Terry film’s, directed by Mann, Daniel"
1974,117,Going Places,Drama,"Depardieu, G�rard","Moreau, Jeanne","Blier, Bertrand",66,No,"Going Places: a Depardieu, G�rard and Moreau, Jeanne film’s, directed by Blier, Bertrand"
1955,100,Mr. Arkadin,Drama,"Welles, Orson","Mori, Paola","Welles, Orson",80,No,"Mr. Arkadin: a Welles, Orson and Mori, Paola film’s, directed by Welles, Orson"
1976,94,"Front, The",Drama,"Allen, Woody","Mostel, Zero","Ritt, Martin",70,No,"Front, The: a Allen, Woody and Mostel, Zero film’s, directed by Ritt, Martin"
1987,86,House of the Rising Sun,Drama,"Annese, Frank","Moyer, Tawny","Gold, Greg",45,No,"House of the Rising Sun: a Annese, Frank and Moyer, Tawny film’s, directed by Gold, Greg"
1988,91,In a Shallow Grave,Drama,"Biehn, Michael","Mueller, Maureen","Bowser, Kenneth",72,No,"In a Shallow Grave: a Biehn, Michael and Mueller, Maureen film’s, directed by Bowser, Kenneth"
1941,85,Lady from Louisiana,Drama,"Wayne, John","Munson, Ona","Vorhaus, Bernard",38,No,"Lady from Louisiana: a Wayne, John and Munson, Ona film’s, directed by Vorhaus, Bernard"
1990,102,Wait Until Spring Bandini,Drama,"Mantegna, Joe","Muti, Ornella","Deruddere, Dominique",29,No,"Wait Until Spring Bandini: a Mantegna, Joe and Muti, Ornella film’s, directed by Deruddere, Dominique"
1940,105,"Long Voyage Home, The",Drama,"Wayne, John","Natwick, Mildred","Ford, John",88,No,"Long Voyage Home, The: a Wayne, John and Natwick, Mildred film’s, directed by Ford, John"
1987,60,Encounters,Drama,"Von Bergan, Raven","Navarro, Monica","Marder, Bruce",44,No,"Encounters: a Von Bergan, Raven and Navarro, Monica film’s, directed by Marder, Bruce"
1963,112,Hud,Drama,"Newman, Paul","Neal, Patricia","Ritt, Martin",2,Yes,"Hud: a Newman, Paul and Neal, Patricia film’s, directed by Ritt, Martin"
1956,124,Teahouse of the August Moon,Drama,"Brando, Marlon","Negami, Jun","Mann, Daniel",11,No,"Teahouse of the August Moon: a Brando, Marlon and Negami, Jun film’s, directed by Mann, Daniel"
1970,91,"Man Who Haunted Himself, The",Drama,"Moore, Roger","Neil, Hildegard","Dearden, Basil",75,No,"Man Who Haunted Himself, The: a Moore, Roger and Neil, Hildegard film’s, directed by Dearden, Basil"
1991,108,Prisoner of Honor.,Drama,"Dreyfuss, Richard","Neilson, Catherine","Russell, Ken",58,No,"Prisoner of Honor.: a Dreyfuss, Richard and Neilson, Catherine film’s, directed by Russell, Ken"
1988,83,Control,Drama,"Lancaster, Burt","Nelligan, Kate",,27,No,
1950,93,To Joy,Drama,"Olin, Stig","Nilsson, Maj-Britt","Bergman, Ingmar",65,No,"To Joy: a Olin, Stig and Nilsson, Maj-Britt film’s, directed by Bergman, Ingmar"
1992,112,Macbeth,Drama,"Welles, Orson","Nolan, Jeanette",,45,No,
1958,128,Vertigo,Drama,"Stewart, James","Novak, Kim","Hitchcock, Alfred",10,No,"Vertigo: a Stewart, James and Novak, Kim film’s, directed by Hitchcock, Alfred"
1992,137,"Long Gray Line, The",Drama,"Power, Tyrone","O'Hara, Maureen","Ford, John",26,No,"Long Gray Line, The: a Power, Tyrone and O'Hara, Maureen film’s, directed by Ford, John"
1957,107,"Wings of Eagles, The",Drama,"Wayne, John","O'Hara, Maureen","Ford, John",29,No,"Wings of Eagles, The: a Wayne, John and O'Hara, Maureen film’s, directed by Ford, John"
1939,94,Jamaica Inn,Drama,"Laughton, Charles","O'Hara, Maureen","Hitchcock, Alfred",75,No,"Jamaica Inn: a Laughton, Charles and O'Hara, Maureen film’s, directed by Hitchcock, Alfred"
1992,153,"Quiet Man, The",Drama,"Wayne, John","O'Hara, Maureen",,74,No,
1983,72,After the Rehearsal,Drama,"Josephson, Erland","Olin, Lena","Bergman, Ingmar",0,No,"After the Rehearsal: a Josephson, Erland and Olin, Lena film’s, directed by Bergman, Ingmar"
1953,79,"Wild One, The",Drama,"Brando, Marlon","O'Malley, Pat","Benedek, Laslo",26,No,"Wild One, The: a Brando, Marlon and O'Malley, Pat film’s, directed by Benedek, Laslo"
1929,129,"Manxman, The",Drama,"Brisson, Carl","Ondra, Anny","Hitchcock, Alfred",65,No,"Manxman, The: a Brisson, Carl and Ondra, Anny film’s, directed by Hitchcock, Alfred"
1978,126,International Velvet,Drama,"Hopkins, Anthony","O'Neal, Tatum","Forbes, Bryan",40,No,"International Velvet: a Hopkins, Anthony and O'Neal, Tatum film’s, directed by Forbes, Bryan"
1985,108,"Trip to Bountiful, The",Drama,"Heard, John","Page, Geraldine","Masterson, Peter",62,Yes,"Trip to Bountiful, The: a Heard, John and Page, Geraldine film’s, directed by Masterson, Peter"
1969,127,Z,Drama,"Montand, Yves","Papas, Irene",Costa-Gavras,72,Yes,"Z: a Montand, Yves and Papas, Irene film’s, directed by Costa-Gavras"
1987,139,Maurice,Drama,"Wilby, James","Parfitt, Judy","Ivory, James",45,No,"Maurice: a Wilby, James and Parfitt, Judy film’s, directed by Ivory, James"
1969,114,Hamlet,Drama,"Williamson, Nicol","Parfitt, Judy","Richardson, Tony",39,No,"Hamlet: a Williamson, Nicol and Parfitt, Judy film’s, directed by Richardson, Tony"
1991,117,La Femme Nikita,Drama,"Karyo, Tcheky","Parillaud, Anne","Besson, Luc",6,No,"La Femme Nikita: a Karyo, Tcheky and Parillaud, Anne film’s, directed by Besson, Luc"
1984,95,Getting Physical,Drama,"Naughton, David","Paul, Alexandra","Stern, Steven Hilliard",75,No,"Getting Physical: a Naughton, David and Paul, Alexandra film’s, directed by Stern, Steven Hilliard"
1990,95,Torn Apart,Drama,"Pasdar, Adrian","Peck, Cecilia","Fisher, Jack",8,No,"Torn Apart: a Pasdar, Adrian and Peck, Cecilia film’s, directed by Fisher, Jack"
1992,100,Class Act,Drama,"Reid, Christopher","Perlman, Rhea",,88,No,
1989,114,"Fabulous Baker Boys, The",Drama,"Bridges, Jeff","Pfeiffer, Michelle","Kloves, Steve",66,No,"Fabulous Baker Boys, The: a Bridges, Jeff and Pfeiffer, Michelle film’s, directed by Kloves, Steve"
1991,124,"Russia House, The",Drama,"Connery, Sean","Pfeiffer, Michelle","Schepisi, Fred",3,No,"Russia House, The: a Connery, Sean and Pfeiffer, Michelle film’s, directed by Schepisi, Fred"
1971,108,"Last Movie, The",Drama,"Hopper, Dennis","Phillips, Michelle","Hopper, Dennis",22,No,"Last Movie, The: a Hopper, Dennis and Phillips, Michelle film’s, directed by Hopper, Dennis"
1973,106,Dillinger,Drama,"Oates, Warren","Phillips, Michelle","Milius, John",83,No,"Dillinger: a Oates, Warren and Phillips, Michelle film’s, directed by Milius, John"
1988,360,Little Dorrit,Drama,"Jacobi, Derek","Pickering, Sarah","Edzard, Christine",12,No,"Little Dorrit: a Jacobi, Derek and Pickering, Sarah film’s, directed by Edzard, Christine"
1927,78,My Best Girl,Drama,"Rogers, Charles","Pickford, Mary","Taylor, Sam",31,No,"My Best Girl: a Rogers, Charles and Pickford, Mary film’s, directed by Taylor, Sam"
1962,119,Rome Adventure,Drama,"Donahue, Tony","Pleshette, Suzanne","Daves, Delmer",39,No,"Rome Adventure: a Donahue, Tony and Pleshette, Suzanne film’s, directed by Daves, Delmer"
1990,106,In Too Deep,Drama,"Race, Hugo","Press, Santha","Tatoulis, Colin South, John",50,No,"In Too Deep: a Race, Hugo and Press, Santha film’s, directed by Tatoulis, Colin South, John"
1989,94,Naked Lie,Drama,"Lucking, William","Principal, Victoria","Colla, Richard A.",7,No,"Naked Lie: a Lucking, William and Principal, Victoria film’s, directed by Colla, Richard A."
1987,87,Mistress,Drama,"Rachins, Allan","Principal, Victoria","Tuchner, Michael",36,No,"Mistress: a Rachins, Allan and Principal, Victoria film’s, directed by Tuchner, Michael"
1970,100,Adam at 6 A.M.,Drama,"Douglas, Michael","Purcell, Lee","Scheerer, Robert",3,No,"Adam at 6 A.M.: a Douglas, Michael and Purcell, Lee film’s, directed by Scheerer, Robert"
1990,93,Web of Deceit,Drama,"Read, James","Purl, Linda","Stern, Sandor",6,No,"Web of Deceit: a Read, James and Purl, Linda film’s, directed by Stern, Sandor"
1987,97,"Dreams Lost, Dreams Found",Drama,"Robb, David","Quinlan, Kathleen","Patterson, Willi",66,No,"Dreams Lost, Dreams Found: a Robb, David and Quinlan, Kathleen film’s, directed by Patterson, Willi"
1987,103,Au Revoir les Enfants,Drama,"Manesse, Gaspard","Racette, Francine","Malle, Louis",35,No,"Au Revoir les Enfants: a Manesse, Gaspard and Racette, Francine film’s, directed by Malle, Louis"
1989,122,Quo Vadis,Drama,"Brandauer, Klaus Maria","Raines, Cristina","Rossi, Franco",6,No,"Quo Vadis: a Brandauer, Klaus Maria and Raines, Cristina film’s, directed by Rossi, Franco"
1977,100,Julia,Drama,"Fonda, Vanessa","Redgrave, Jane","Zinnemann, Fred",75,Yes,"Julia: a Fonda, Vanessa and Redgrave, Jane film’s, directed by Zinnemann, Fred"
1971,111,"Devils, The",Drama,"Reed, Oliver","Redgrave, Vanessa","Russell, Ken",69,No,"Devils, The: a Reed, Oliver and Redgrave, Vanessa film’s, directed by Russell, Ken"
1984,90,Ransom,Drama,"Ford, Glenn","Reed, Donna","Segal, Alex",73,No,"Ransom: a Ford, Glenn and Reed, Donna film’s, directed by Segal, Alex"
1985,135,Death of a Salesman,Drama,"Hoffman, Dustin","Reid, Kate","Schl�ndorff, Volker",13,No,"Death of a Salesman: a Hoffman, Dustin and Reid, Kate film’s, directed by Schl�ndorff, Volker"
1993,104,It Started with a Kiss,Drama,"Ford, Glenn","Reynolds, Debbie",,80,No,
1989,88,"Money, The",Drama,"Luckinbill, Laurence","Richards, Elizabeth",,29,No,
1987,153,Empire of the Sun,Drama,"Malkovich, John","Richardson, Miranda","Spielberg, Steven",6,No,"Empire of the Sun: a Malkovich, John and Richardson, Miranda film’s, directed by Spielberg, Steven"
1986,96,Pretty in Pink,Drama,"Stanton, Harry Dean","Ringwald, Molly","Deutch, Howard",75,No,"Pretty in Pink: a Stanton, Harry Dean and Ringwald, Molly film’s, directed by Deutch, Howard"
1987,90,PK. & the Kid.,Drama,"LeMat, Paul","Ringwald, Molly",,49,No,
1991,111,Flatliners,Drama,"Sutherland, Kiefer","Roberts, Julia","Schumacher, Joel",19,No,"Flatliners: a Sutherland, Kiefer and Roberts, Julia film’s, directed by Schumacher, Joel"
1980,92,Rodeo Girl,Drama,"Hopkins, Bo","Ross, Katharine","Cooper, Jackie",80,No,"Rodeo Girl: a Hopkins, Bo and Ross, Katharine film’s, directed by Cooper, Jackie"
1988,81,Another Woman,Drama,"Hackman, Gene","Rowlands, Gena","Allen, Woody",7,No,"Another Woman: a Hackman, Gene and Rowlands, Gena film’s, directed by Allen, Woody"
1992,128,Night on Earth,Drama,"Benigni, Roberto","Rowlands, Gena","Jarmusch, Jim",24,No,"Night on Earth: a Benigni, Roberto and Rowlands, Gena film’s, directed by Jarmusch, Jim"
1988,92,Permanent Record,Drama,"Boyce, Alan","Rubin, Jennifer","Silver, Marisa",42,No,"Permanent Record: a Boyce, Alan and Rubin, Jennifer film’s, directed by Silver, Marisa"
1992,138,"Fisher King, The",Drama,"Williams, Robin","Ruehl, Mercedes","Gilliam, Terry",8,Yes,"Fisher King, The: a Williams, Robin and Ruehl, Mercedes film’s, directed by Gilliam, Terry"
1958,167,"Young Lions, The",Drama,"Brando, Marlon","Rush, Barbara","Dmytryk, Edward",10,No,"Young Lions, The: a Brando, Marlon and Rush, Barbara film’s, directed by Dmytryk, Edward"
1988,91,Track Twenty-Nine,Drama,"Oldman, Gary","Russell, Theresa","Roeg, Nicolas",48,No,"Track Twenty-Nine: a Oldman, Gary and Russell, Theresa film’s, directed by Roeg, Nicolas"
1991,135,"Doors, The",Drama,"Kilmer, Val","Ryan, Meg","Stone, Oliver",60,No,"Doors, The: a Kilmer, Val and Ryan, Meg film’s, directed by Stone, Oliver"
1992,213,Exodus,Drama,"Newman, Paul","Saint, Eva Marie","Preminger, Otto",13,No,"Exodus: a Newman, Paul and Saint, Eva Marie film’s, directed by Preminger, Otto"
1982,128,"Ballad of Narayama, The",Drama,"Ogata, Ken","Sakamoto, Sumiko","Imamura, Shohei",88,No,"Ballad of Narayama, The: a Ogata, Ken and Sakamoto, Sumiko film’s, directed by Imamura, Shohei"
1971,90,"Garden of the Finzi-Continis, The",Drama,"Capolicchio, Lino","Sanda, Dominique","De Sica, Vittorio",42,Yes,"Garden of the Finzi-Continis, The: a Capolicchio, Lino and Sanda, Dominique film’s, directed by De Sica, Vittorio"
1974,105,Steppenwolf,Drama,"Sydow, Max von","Sanda, Dominique","Haines, Fred",20,No,"Steppenwolf: a Sydow, Max von and Sanda, Dominique film’s, directed by Haines, Fred"
1968,105,Partner,Drama,"Clementi, Pierre","Sandrelli, Stefania","Bertolucci, Bernardo",26,No,"Partner: a Clementi, Pierre and Sandrelli, Stefania film’s, directed by Bertolucci, Bernardo"
1970,107,"Conformist, The",Drama,"Trintignant, Jean-Louis","Sandrelli, Stefania","Bertolucci, Bernardo",72,No,"Conformist, The: a Trintignant, Jean-Louis and Sandrelli, Stefania film’s, directed by Bertolucci, Bernardo"
1971,102,Dirty Harry,Drama,"Eastwood, Clint","Santoni, Reni","Siegel, Don",72,No,"Dirty Harry: a Eastwood, Clint and Santoni, Reni film’s, directed by Siegel, Don"
1984,110,"Buddy System, The",Drama,"Dreyfuss, Richard","Sarandon, Susan","Jordan, Glenn",48,No,"Buddy System, The: a Dreyfuss, Richard and Sarandon, Susan film’s, directed by Jordan, Glenn"
1989,97,A Dry White Season,Drama,"Sutherland, Donald","Sarandon, Susan","Palcy, Euzhan",71,No,"A Dry White Season: a Sutherland, Donald and Sarandon, Susan film’s, directed by Palcy, Euzhan"
1968,360,War & Peace,Drama,"Tikhonov, Vyacheslav","Savelyeva, Lyudmila","Bondarchuk, Sergei",80,Yes,"War & Peace: a Tikhonov, Vyacheslav and Savelyeva, Lyudmila film’s, directed by Bondarchuk, Sergei"
1992,96,Defense of the Realm,Drama,"Elliott, Denholm","Scacchi, Greta",,79,No,
1975,118,"Passenger, The",Drama,"Nicholson, Jack","Schneider, Maria","Antonioni, Michelangelo",32,No,"Passenger, The: a Nicholson, Jack and Schneider, Maria film’s, directed by Antonioni, Michelangelo"
1973,127,Last Tango in Paris,Drama,"Brando, Marlon","Schneider, Maria","Bertolucci, Bernardo",28,No,"Last Tango in Paris: a Brando, Marlon and Schneider, Maria film’s, directed by Bertolucci, Bernardo"
1987,155,Indigo Autumn & Lilac Dream,Drama,"Singer, Marc","Schrage, Lisa","Gillard, Stuart",72,No,"Indigo Autumn & Lilac Dream: a Singer, Marc and Schrage, Lisa film’s, directed by Gillard, Stuart"
1924,95,"Kriemhild's Revenge, The Nibelungenlied",Drama,"Loos, Theodor","Sch�n, Margarete","Lang, Fritz",74,No,"Kriemhild's Revenge, The Nibelungenlied: a Loos, Theodor and Sch�n, Margarete film’s, directed by Lang, Fritz"
1966,102,Johnny Tiger,Drama,"Taylor, Robert","Scott, Brenda","Wendkos, Paul",69,No,"Johnny Tiger: a Taylor, Robert and Scott, Brenda film’s, directed by Wendkos, Paul"
1983,123,Bad Boys,Drama,"Penn, Sean","Sheedy, Ally","Rosenthal, Rick",7,No,"Bad Boys: a Penn, Sean and Sheedy, Ally film’s, directed by Rosenthal, Rick"
1971,118,"Last Picture Show, The",Drama,"Bottoms, Timothy","Shepherd, Cybill","Bogdanovich, Peter",62,Yes,"Last Picture Show, The: a Bottoms, Timothy and Shepherd, Cybill film’s, directed by Bogdanovich, Peter"
1988,93,"Diamond Trap, The",Drama,"Hessman, Howard","Shields, Brooke","Taylor, Don",58,No,"Diamond Trap, The: a Hessman, Howard and Shields, Brooke film’s, directed by Taylor, Don"
1981,115,Endless Love,Drama,"Hewitt, Martin","Shields, Brooke","Zeffirelli, Franco",20,No,"Endless Love: a Hewitt, Martin and Shields, Brooke film’s, directed by Zeffirelli, Franco"
