Year,Length,Title,Subject,Actor,Actress,Director,Popularity,Awards,Credits
1949,100,"Fighting Kentuckian, The",Action,"Wayne, John","Ralston, Vera","Waggner, George",74,No,"Fighting Kentuckian, The: a Wayne, John and Ralston, Vera film’s, directed by Waggner, George"
1949,78,"Devil's Wanton, The",Drama,"Malmsten, Birger","Svedlund, Doris","Bergman, Ingmar",66,No,"Devil's Wanton, The: a Malmsten, Birger and Svedlund, Doris film’s, directed by Bergman, Ingmar"
1949,90,Lust for Gold,Drama,"Ford, Glenn","Young, Gig","Simon, S. Sylvan",57,No,"Lust for Gold: a Ford, Glenn and Young, Gig film’s, directed by Simon, S. Sylvan"
1949,59,Law of the Golden West,Western,"Hale, Monte",,"Ford, Philip",1,No,
1949,60,Pioneer Marshal,Western,"Hale, Monte",,"Ford, Philip",8,No,
1949,60,Ranger of the Cherokee Strip,Western,"Hale, Monte",,"Ford, Philip",31,No,
1949,66,Outlaw Country,Western,"LaRue, Lash",,"Taylor, Ray",62,No,
1949,59,Shadows of the West,Western,"Wilson, Whip",,"Taylor, Ray",40,No,
1949,119,"Battleground, The",War,"Johnson, Van",,"Wellman, William",7,No,
1950,107,Stromboli,Drama,"Vitale, Mario","Bergman, Ingrid","Rossellini, Roberto",69,No,"Stromboli: a Vitale, Mario and Bergman, Ingrid film’s, directed by Rossellini, Roberto"
1950,138,All about Eve,Drama,"Sanders, George","Davis, Bette","Mankiewicz, Joseph L.",23,Yes,"All about Eve: a Sanders, George and Davis, Bette film’s, directed by Mankiewicz, Joseph L."
1950,86,Wagon Master,Western,"Johnson, Ben","Dru, Joanne","Ford, John",30,No,"Wagon Master: a Johnson, Ben and Dru, Joanne film’s, directed by Ford, John"
1950,104,Harvey,Comedy,"Stewart, James","Hull, Josephine","Koster, Henry",42,No,"Harvey: a Stewart, James and Hull, Josephine film’s, directed by Koster, Henry"
1950,112,"Asphalt Jungle, The",Action,"Hayden, Sterling","Monroe, Marilyn","Huston, John",77,No,"Asphalt Jungle, The: a Hayden, Sterling and Monroe, Marilyn film’s, directed by Huston, John"
1950,93,To Joy,Drama,"Olin, Stig","Nilsson, Maj-Britt","Bergman, Ingmar",65,No,"To Joy: a Olin, Stig and Nilsson, Maj-Britt film’s, directed by Bergman, Ingmar"
1950,105,Rio Grande,Western,"Wayne, John","O'Hara, Maureen","Ford, John",64,No,"Rio Grande: a Wayne, John and O'Hara, Maureen film’s, directed by Ford, John"
1950,,Father of the Bride,Comedy,"Taylor, Rod","Taylor, Elizabeth","Minnelli, Vincente",54,No,"Father of the Bride: a Taylor, Rod and Taylor, Elizabeth film’s, directed by Minnelli, Vincente"
1950,85,"Men, The",Drama,"Brando, Marlon","Wright, Teresa","Zinnemann, Fred",27,No,"Men, The: a Brando, Marlon and Wright, Teresa film’s, directed by Zinnemann, Fred"
1950,110,Stage Fright,Mystery,"Wilding, Michael","Wyman, Jane","Hitchcock, Alfred",72,No,"Stage Fright: a Wilding, Michael and Wyman, Jane film’s, directed by Hitchcock, Alfred"
1950,60,Vanishing Westerner,Western,"Hale, Monte",,"Ford, Philip",6,No,
1951,122,A Streetcar Named Desire,Drama,"Brando, Marlon","Leigh, Vivien","Kazan, Elia",75,Yes,"A Streetcar Named Desire: a Brando, Marlon and Leigh, Vivien film’s, directed by Kazan, Elia"
1951,111,Operation Pacific,War,"Wayne, John","Neal, Patricia",,5,No,
1951,101,Strangers on a Train,Mystery,"Granger, Farley","Roman, Ruth","Hitchcock, Alfred",17,No,"Strangers on a Train: a Granger, Farley and Roman, Ruth film’s, directed by Hitchcock, Alfred"
1951,166,"Idiot, The",Drama,"Mifune, Toshiro",,"Kurosawa, Akira",40,No,
1951,83,Rashomon,Drama,"Mifune, Toshiro",,"Kurosawa, Akira",59,Yes,
1951,102,Flying Leathernecks,Action,"Wayne, John",,"Ray, Nicholas",23,No,
1952,110,Europa Fifty-One,Drama,"Knox, Alexander","Bergman, Ingrid","Rossellini, Roberto",34,No,"Europa Fifty-One: a Knox, Alexander and Bergman, Ingrid film’s, directed by Rossellini, Roberto"
1952,107,Secrets of Women,Comedy,"Malmsten, Birger","Bj�rk, Anita","Bergman, Ingmar",66,No,"Secrets of Women: a Malmsten, Birger and Bj�rk, Anita film’s, directed by Bergman, Ingmar"
1952,109,What Price Glory?,War,"Cagney, James","Calvet, Corinne","Ford, John",4,No,"What Price Glory?: a Cagney, James and Calvet, Corinne film’s, directed by Ford, John"
1952,98,Affair in Trinidad,Drama,"Ford, Glenn","Hayworth, Rita","Sherman, Vincent",49,No,"Affair in Trinidad: a Ford, Glenn and Hayworth, Rita film’s, directed by Sherman, Vincent"
1952,95,Pat & Mike,Comedy,"Tracy, Spencer","Hepburn, Katharine","Cukor, George",48,No,"Pat & Mike: a Tracy, Spencer and Hepburn, Katharine film’s, directed by Cukor, George"
1952,99,"Come Back, Little Sheba",Drama,"Lancaster, Burt","Moore, Terry","Mann, Daniel",50,Yes,"Come Back, Little Sheba: a Lancaster, Burt and Moore, Terry film’s, directed by Mann, Daniel"
1952,90,Big Jim McLain,Western,"Wayne, John","Olson, Nancy","Ludwig, Edward",14,No,"Big Jim McLain: a Wayne, John and Olson, Nancy film’s, directed by Ludwig, Edward"
1952,112,Viva Zapata!,Drama,"Brando, Marlon",,"Kazan, Elia",86,Yes,
1952,134,Ikiru,Drama,"Shimura, Takashi",,"Kurosawa, Akira",36,No,
1952,93,"Othello, The Lost Masterpiece",Drama,"Welles, Orson",,"Welles, Orson",23,No,
1953,83,Voyage in Italy,Drama,"Sanders, George","Bergman, Ingrid","Rossellini, Roberto",57,No,"Voyage in Italy: a Sanders, George and Bergman, Ingrid film’s, directed by Rossellini, Roberto"
1953,61,White Lightning,,"Clements, Stanley","Blondell, Gloria","Bernds, Edward",,No,"White Lightning: a Clements, Stanley and Blondell, Gloria film’s, directed by Bernds, Edward"
1953,120,Julius Caesar,Drama,"Brando, Marlon","Garson, Greer","Mankiewicz, Joseph L.",50,No,"Julius Caesar: a Brando, Marlon and Garson, Greer film’s, directed by Mankiewicz, Joseph L."
1953,116,Mogambo,Action,"Gable, Clark","Kelly, Grace","Ford, John",71,No,"Mogambo: a Gable, Clark and Kelly, Grace film’s, directed by Ford, John"
1953,94,Ugetsu Monogatari,Drama,"Mori, Masayuki","Ky�, Machiki","Mizoguchi, Kenji",82,No,"Ugetsu Monogatari: a Mori, Masayuki and Ky�, Machiki film’s, directed by Mizoguchi, Kenji"
1953,92,Two Nights with Cleo,Drama,"Sordi, Alberto","Loren, Sophia","Mattoli, Mario",54,No,"Two Nights with Cleo: a Sordi, Alberto and Loren, Sophia film’s, directed by Mattoli, Mario"
1953,95,How to Marry a Millionaire,Comedy,"Powell, William","Monroe, Marilyn","Negulesco, Jean",65,No,"How to Marry a Millionaire: a Powell, William and Monroe, Marilyn film’s, directed by Negulesco, Jean"
1953,79,"Wild One, The",Drama,"Brando, Marlon","O'Malley, Pat","Benedek, Laslo",26,No,"Wild One, The: a Brando, Marlon and O'Malley, Pat film’s, directed by Benedek, Laslo"
1953,96,Dangerous When Wet,Music,"Lamas, Fernando","Williams, Esther","Walters, Charles",67,No,"Dangerous When Wet: a Lamas, Fernando and Williams, Esther film’s, directed by Walters, Charles"
1953,94,Vera Cruz,Action,"Cooper, Gary",,"Aldrich, Robert",71,No,
1953,92,His Majesty O'Keefe,Action,"Lancaster, Burt",,"Haskin, Byron",3,No,
1953,95,I Confess,Drama,"Clift, Montgomery",,"Hitchcock, Alfred",63,No,
1953,79,Appointment in Honduras,Drama,"Ford, Glenn",,"Tourneur, Jacques",7,No,
1953,120,Tales of Tomorrow,Horror,"Karloff, Boris",,,0,No,
1953,91,"Mummy's Revenge, The",Horror,"Naschy, Paul",,,56,No,
1953,75,"Goon Show Movie, The",Comedy,"Sellers, Peter",,,80,No,
1954,103,Elephant Walk,Drama,"Finch, Peter","Andrews, Dana",,11,No,
1954,81,Fear,Drama,"Wieman, Mathias","Bergman, Ingrid","Rossellini, Roberto",69,No,"Fear: a Wieman, Mathias and Bergman, Ingrid film’s, directed by Rossellini, Roberto"
1954,40,Inauguration of the Pleasure Dome,Short,"De Brier, Sampson","Cameron, Marjorie","Anger, Kenneth",62,No,"Inauguration of the Pleasure Dome: a De Brier, Sampson and Cameron, Marjorie film’s, directed by Anger, Kenneth"
1954,96,A Lesson in Love,Comedy,"Bj�rnstrand, Gunnar","Dahlbeck, Eva","Bergman, Ingmar",48,No,"A Lesson in Love: a Bj�rnstrand, Gunnar and Dahlbeck, Eva film’s, directed by Bergman, Ingmar"
1954,108,Long John Silver,Action,"Newton, Robert","Gilchrist, Connie","Haskin, Byron",56,No,"Long John Silver: a Newton, Robert and Gilchrist, Connie film’s, directed by Haskin, Byron"
1954,113,Rear Window,Mystery,"Stewart, James","Kelly, Grace","Hitchcock, Alfred",25,No,"Rear Window: a Stewart, James and Kelly, Grace film’s, directed by Hitchcock, Alfred"
1954,107,"Gold of Naples, The",Drama,"De Sica, Vittorio","Loren, Sophia","De Sica, Vittorio",40,No,"Gold of Naples, The: a De Sica, Vittorio and Loren, Sophia film’s, directed by De Sica, Vittorio"
1954,110,Desiree,Drama,"Brando, Marlon","Simmons, Jean","Koster, Henry",22,No,"Desiree: a Brando, Marlon and Simmons, Jean film’s, directed by Koster, Henry"
1954,91,Apache,Western,"Lancaster, Burt",,"Aldrich, Robert",78,No,
1954,30,Bank on the Stars,Drama,"Paar, Jack",,"Allen, Craig",,No,
1954,123,Dial M for Murder,Mystery,"Milland, Ray",,"Hitchcock, Alfred",52,No,
1954,90,Human Desire,Drama,"Ford, Glenn",,"Lang, Fritz",27,No,
1955,86,Dreams,Drama,"Bj�rnstrand, Gunnar","Andersson, Harriet","Bergman, Ingmar",14,No,"Dreams: a Bj�rnstrand, Gunnar and Andersson, Harriet film’s, directed by Bergman, Ingmar"
1955,95,"Naked Night, The",Drama,"Bj�rnstrand, Gunnar","Andersson, Harriet","Bergman, Ingmar",38,No,"Naked Night, The: a Bj�rnstrand, Gunnar and Andersson, Harriet film’s, directed by Bergman, Ingmar"
1955,115,Blood Alley,War,"Wayne, John","Bacall, Lauren","Wellman, William",15,No,"Blood Alley: a Wayne, John and Bacall, Lauren film’s, directed by Wellman, William"
1955,90,Doctor at Sea,Comedy,"Bogarde, Dirk","Bardot, Brigitte","Thomas, Ralph",83,No,"Doctor at Sea: a Bogarde, Dirk and Bardot, Brigitte film’s, directed by Thomas, Ralph"
1955,,"Blackboard Jungle, The",Drama,"Ford, Glenn","Francis, Anne","Brooks, Richard",66,No,"Blackboard Jungle, The: a Ford, Glenn and Francis, Anne film’s, directed by Brooks, Richard"
1955,108,Smiles of a Summer Night,Comedy,"Bj�rnstrand, Gunnar","Jacobsson, Ulla","Bergman, Ingmar",58,No,"Smiles of a Summer Night: a Bj�rnstrand, Gunnar and Jacobsson, Ulla film’s, directed by Bergman, Ingmar"
1955,67,Killer's Kiss,Mystery,"Silvera, Frank","Kane, Irene","Kubrick, Stanley",66,No,"Killer's Kiss: a Silvera, Frank and Kane, Irene film’s, directed by Kubrick, Stanley"
1955,103,To Catch a Thief,Mystery,"Grant, Cary","Kelly, Grace","Hitchcock, Alfred",69,No,"To Catch a Thief: a Grant, Cary and Kelly, Grace film’s, directed by Hitchcock, Alfred"
1955,92,Il Bidone,Drama,"Crawford, Broderick","Masina, Guilietta","Fellini, Federico",70,No,"Il Bidone: a Crawford, Broderick and Masina, Guilietta film’s, directed by Fellini, Federico"
1955,100,Mr. Arkadin,Drama,"Welles, Orson","Mori, Paola","Welles, Orson",80,No,"Mr. Arkadin: a Welles, Orson and Mori, Paola film’s, directed by Welles, Orson"
1955,100,"Trouble with Harry, The",Mystery,"Forsythe, John","Natwick, Mildred","Hitchcock, Alfred",28,No,"Trouble with Harry, The: a Forsythe, John and Natwick, Mildred film’s, directed by Hitchcock, Alfred"
1955,116,Mister Roberts,Comedy,"Fonda, Henry","Palmer, Betsy","Ford, John",8,Yes,"Mister Roberts: a Fonda, Henry and Palmer, Betsy film’s, directed by Ford, John"
1955,150,Guys & Dolls,Comedy,"Brando, Marlon","Simmons, Jean","Mankiewicz, Joseph L.",70,Yes,"Guys & Dolls: a Brando, Marlon and Simmons, Jean film’s, directed by Mankiewicz, Joseph L."
1955,117,"Sea Chase, The",War,"Wayne, John","Turner, Lana","Farrow, John",4,No,"Sea Chase, The: a Wayne, John and Turner, Lana film’s, directed by Farrow, John"
1955,60,Meet Millie,Drama,"Halop, Florence","Verdugo, Elena",,82,No,
1955,109,I Died a Thousand Times,Drama,"Palance, Jack","Winters, Shelley","Heisler, Stuart",23,No,"I Died a Thousand Times: a Palance, Jack and Winters, Shelley film’s, directed by Heisler, Stuart"
1955,111,Rebel Without a Cause,Drama,"Dean, James","Wood, Natalie","Ray, Nicholas",82,No,"Rebel Without a Cause: a Dean, James and Wood, Natalie film’s, directed by Ray, Nicholas"
1955,200,Seven Samurai,Drama,"Mifune, Toshiro",,"Kurosawa, Akira",9,No,
1955,87,"Ladykillers, The",Comedy,"Guinness, Alec",,"Mackendrick, Alexander",28,No,
1955,57,Jack Benny Show,Comedy,"Benny, Jack",,,51,No,
1956,96,"Seventh Seal, The",Drama,"Sydow, Max von","Andersson, Bibi","Bergman, Ingmar",62,No,"Seventh Seal, The: a Sydow, Max von and Andersson, Bibi film’s, directed by Bergman, Ingmar"
1956,106,Anastasia,Drama,"Tamiroff, Akim","Bergman, Ingrid","Litvak, Anatole",24,Yes,"Anastasia: a Tamiroff, Akim and Bergman, Ingrid film’s, directed by Litvak, Anatole"
1956,98,Elena & Her Men,Drama,"Ferrer, Mel","Bergman, Ingrid","Renoir, Jean",33,No,"Elena & Her Men: a Ferrer, Mel and Bergman, Ingrid film’s, directed by Renoir, Jean"
1956,120,"Man Who Knew Too Much, The",Mystery,"Stewart, James","Day, Doris","Hitchcock, Alfred",15,No,"Man Who Knew Too Much, The: a Stewart, James and Day, Doris film’s, directed by Hitchcock, Alfred"
1956,101,Jubal,Drama,"Ford, Glenn","Farr, Felicia","Daves, Delmer",32,No,"Jubal: a Ford, Glenn and Farr, Felicia film’s, directed by Daves, Delmer"
1956,99,Slightly Scarlet,Action,"Payne, John","Fleming, Rhonda","Dwan, Allan",52,No,"Slightly Scarlet: a Payne, John and Fleming, Rhonda film’s, directed by Dwan, Allan"
1956,121,"Rainmaker, The",Drama,"Lancaster, Burt","Hepburn, Katharine","Anthony, Joseph",21,No,"Rainmaker, The: a Lancaster, Burt and Hepburn, Katharine film’s, directed by Anthony, Joseph"
1956,129,"Bad Seed, The",Horror,"Jones, Henry","Kelly, Nancy","LeRoy, Mervyn",69,No,"Bad Seed, The: a Jones, Henry and Kelly, Nancy film’s, directed by LeRoy, Mervyn"
1956,124,Teahouse of the August Moon,Drama,"Brando, Marlon","Negami, Jun","Mann, Daniel",11,No,"Teahouse of the August Moon: a Brando, Marlon and Negami, Jun film’s, directed by Mann, Daniel"
1956,201,Giant,Drama,"Hudson, Rock","Taylor, Elizabeth","Stevens, George",61,Yes,"Giant: a Hudson, Rock and Taylor, Elizabeth film’s, directed by Stevens, George"
1956,83,"Killing, The",Drama,"Hayden, Sterling","Windsor, Marie","Kubrick, Stanley",51,No,"Killing, The: a Hayden, Sterling and Windsor, Marie film’s, directed by Kubrick, Stanley"
1956,119,"Searchers, The",Western,"Wayne, John","Wood, Natalie","Ford, John",9,No,"Searchers, The: a Wayne, John and Wood, Natalie film’s, directed by Ford, John"
1956,106,"D-Day, The Sixth of June",War,"Taylor, Robert",,"Koster, Henry",84,No,
1956,97,Somebody up There Likes Me,Drama,"Newman, Paul",,"Wise, Robert",56,No,
1956,27,"Case of the Mukkinese Battle Horn, The",Comedy,"Sellers, Peter",,,45,No,
1957,91,Wild Strawberries,Drama,"Sj�str�m, Victor","Andersson, Bibi","Bergman, Ingmar",42,Yes,"Wild Strawberries: a Sj�str�m, Victor and Andersson, Bibi film’s, directed by Bergman, Ingmar"
1957,99,Mademoiselle Striptease,Comedy,"Gelin, Daniel","Bardot, Brigitte","Allegret, Marc",25,No,"Mademoiselle Striptease: a Gelin, Daniel and Bardot, Brigitte film’s, directed by Allegret, Marc"
1957,90,And God Created Woman,Drama,"Jurgens, Curt","Bardot, Brigitte","Vadim, Roger",29,No,"And God Created Woman: a Jurgens, Curt and Bardot, Brigitte film’s, directed by Vadim, Roger"
1957,82,Brink of Life,Drama,"Josephson, Erland","Dahlbeck, Eva","Bergman, Ingmar",57,No,"Brink of Life: a Josephson, Erland and Dahlbeck, Eva film’s, directed by Bergman, Ingmar"
1957,120,Gunfight at the OK Corral,Western,"Lancaster, Burt","Fleming, Rhonda","Sturges, John",84,No,"Gunfight at the OK Corral: a Lancaster, Burt and Fleming, Rhonda film’s, directed by Sturges, John"
1957,153,Desk Set,Comedy,"Tracy, Spencer","Hepburn, Katharine","Lang, Walter",51,No,"Desk Set: a Tracy, Spencer and Hepburn, Katharine film’s, directed by Lang, Walter"
1957,112,Jet Pilot,Action,"Wayne, John","Leigh, Janet","Sternberg, Josef von",43,No,"Jet Pilot: a Wayne, John and Leigh, Janet film’s, directed by Sternberg, Josef von"
1957,109,Legend of the Lost,Action,"Wayne, John","Loren, Sophia","Hathaway, Henry",84,No,"Legend of the Lost: a Wayne, John and Loren, Sophia film’s, directed by Hathaway, Henry"
1957,89,Paths of Glory,Drama,"Douglas, Kirk","Menjou, Adolphe","Kubrick, Stanley",47,No,"Paths of Glory: a Douglas, Kirk and Menjou, Adolphe film’s, directed by Kubrick, Stanley"
1957,107,"Wings of Eagles, The",Drama,"Wayne, John","O'Hara, Maureen","Ford, John",29,No,"Wings of Eagles, The: a Wayne, John and O'Hara, Maureen film’s, directed by Ford, John"
1957,173,Raintree County,Drama,"Clift, Montgomery","Taylor, Elizabeth","Dmytryk, Edward",74,No,"Raintree County: a Clift, Montgomery and Taylor, Elizabeth film’s, directed by Dmytryk, Edward"
1957,147,Sayonara,Drama,"Brando, Marlon","Umeki, Miyoshi","Logan, Joshua",19,Yes,"Sayonara: a Brando, Marlon and Umeki, Miyoshi film’s, directed by Logan, Joshua"
1957,110,Throne of Blood,Drama,"Mifune, Toshiro",,"Kurosawa, Akira",60,No,
1957,97,Sweet Smell of Success,Drama,"Lancaster, Burt",,"Mackendrick, Alexander",12,No,
1957,73,Time Lock,Drama,"Connery, Sean",,"Thomas, Gerald",5,No,
1957,60,"Cheyenne, The Iron Trail",Western,"Walker, Clint",,,1,No,
1958,104,"Barbarian & the Geisha, The",Action,"Wayne, John","Ando, Eiko","Huston, John",52,No,"Barbarian & the Geisha, The: a Wayne, John and Ando, Eiko film’s, directed by Huston, John"
1958,77,That Naughty Girl,Comedy,"Bretonniere, Jean","Bardot, Brigitte","Boisrond, Michel",37,No,"That Naughty Girl: a Bretonniere, Jean and Bardot, Brigitte film’s, directed by Boisrond, Michel"
1958,90,"Bride Is Much Too Beautiful, The",Comedy,"Jourdan, Louis","Bardot, Brigitte","Surin, Fred",70,No,"Bride Is Much Too Beautiful, The: a Jourdan, Louis and Bardot, Brigitte film’s, directed by Surin, Fred"
1958,100,Indiscreet,Drama,"Grant, Cary","Bergman, Ingrid","Donen, Stanley",1,No,"Indiscreet: a Grant, Cary and Bergman, Ingrid film’s, directed by Donen, Stanley"
1958,101,"Matchmaker, The",Comedy,"Perkins, Anthony","Booth, Shirley","Anthony, Joseph",67,No,"Matchmaker, The: a Perkins, Anthony and Booth, Shirley film’s, directed by Anthony, Joseph"
1958,96,Torpedo Run,War,"Ford, Glenn","Brewster, Diane","Pevney, Joseph",50,No,"Torpedo Run: a Ford, Glenn and Brewster, Diane film’s, directed by Pevney, Joseph"
1958,114,Desire under the Elms,Drama,"Perkins, Anthony","Loren, Sophia","Mann, Delbert",13,No,"Desire under the Elms: a Perkins, Anthony and Loren, Sophia film’s, directed by Mann, Delbert"
1958,128,Vertigo,Drama,"Stewart, James","Novak, Kim","Hitchcock, Alfred",10,No,"Vertigo: a Stewart, James and Novak, Kim film’s, directed by Hitchcock, Alfred"
1958,167,"Young Lions, The",Drama,"Brando, Marlon","Rush, Barbara","Dmytryk, Edward",10,No,"Young Lions, The: a Brando, Marlon and Rush, Barbara film’s, directed by Dmytryk, Edward"
1958,98,"Another Time, Another Place",Drama,"Connery, Sean","Turner, Lana",,4,No,
1958,83,Up the Creek,Comedy,"Sellers, Peter",,"Guest, Val",54,No,
1958,92,Tom Thumb,Science Fiction,"Tamblyn, Russ",,,30,No,
1959,91,Killers of Kilimanjaro,Action,"Taylor, Robert","Aslan, Gregoire","Thorpe, Richard",11,No,"Killers of Kilimanjaro: a Taylor, Robert and Aslan, Gregoire film’s, directed by Thorpe, Richard"
1959,90,Voulez-Vous Danser Avec Moi?,Comedy,"Vidal, Henri","Bardot, Brigitte","Boisrond, Michel",16,No,"Voulez-Vous Danser Avec Moi?: a Vidal, Henri and Bardot, Brigitte film’s, directed by Boisrond, Michel"
1959,102,"Horse Soldiers, The",Western,"Wayne, John","Gibson, Althea","Ford, John",76,No,"Horse Soldiers, The: a Wayne, John and Gibson, Althea film’s, directed by Ford, John"
