Year,Length,Title,Subject,Actor,Actress,Director,Popularity,Awards,Credits
1989,93,Cookie,Comedy,"Falk, Peter","Wiest, Dianne","Seidelman, Susan",43,No,"Cookie: a Falk, Peter and Wiest, Dianne film’s, directed by Seidelman, Susan"
1973,112,American Graffiti,Comedy,"Dreyfuss, Richard","Williams, Cindy","Lucas, George",39,Yes,"American Graffiti: a Dreyfuss, Richard and Williams, Cindy film’s, directed by Lucas, George"
1980,111,Stir Crazy,Comedy,"Pryor, Richard","Williams, JoBeth","Poitier, Sidney",40,No,"Stir Crazy: a Pryor, Richard and Williams, JoBeth film’s, directed by Poitier, Sidney"
1989,91,Young Einstein,Comedy,"Serious, Yahoo","Wilson, Pee-Wee","Serious, Yahoo",47,No,"Young Einstein: a Serious, Yahoo and Wilson, Pee-Wee film’s, directed by Serious, Yahoo"
1986,116,Legal Eagles,Comedy,"Redford, Robert","Winger, Debra","Reitman, Ivan",39,No,"Legal Eagles: a Redford, Robert and Winger, Debra film’s, directed by Reitman, Ivan"
1985,94,My Science Project,Comedy,"Stockwell, John","Von Zerneck, Danielle","Betnel, Jonathan",84,No,"My Science Project: a Stockwell, John and Von Zerneck, Danielle film’s, directed by Betnel, Jonathan"
1991,160,"Great Race, The",Comedy,"Moore, Dudley","Wood, Natalie","Edwards, Blake",88,No,"Great Race, The: a Moore, Dudley and Wood, Natalie film’s, directed by Edwards, Blake"
1970,110,Trash,Comedy,"Dallesandro, Joe","Woodlawn, Holly","Morrissey, Paul",68,No,"Trash: a Dallesandro, Joe and Woodlawn, Holly film’s, directed by Morrissey, Paul"
1966,95,A Big Hand for the Little Lady,Comedy,"Fonda, Henry","Woodward, Joanne","Cook, Fielder",12,No,"A Big Hand for the Little Lady: a Fonda, Henry and Woodward, Joanne film’s, directed by Cook, Fielder"
1966,104,A Fine Madness,Comedy,"Connery, Sean","Woodward, Joanne","Kershner, Irvin",6,No,"A Fine Madness: a Connery, Sean and Woodward, Joanne film’s, directed by Kershner, Irvin"
1979,119,"Frisco Kid, The",Comedy,"Wilder, Gene",,"Aldrich, Robert",10,No,
1991,102,"Freshman, The",Comedy,"Brando, Marlon",,"Bergman, Andrew",32,No,
1963,113,Heavens Above,Comedy,"Sellers, Peter",,"Boulting, John",38,No,
1937,61,"Swing It, Sailor!",Comedy,"Ford, Wallace",,"Cannon, Raymond",83,No,
1936,87,Modern Times,Comedy,"Chaplin, Charles",,"Chaplin, Charles",4,No,
1991,87,Killer Tomatoes Strike Back,Comedy,"Astin, John",,"De Bello, John",24,No,
1979,87,Attack of the Killer Tomatoes,Comedy,"Wilson, George",,"De Bello, John",47,No,
1986,91,Wise Guys,Comedy,"Piscopo, Joe",,"De Palma, Brian",16,No,
1993,,Ginger & Fred,Comedy,"Mastroianni, Marcello",,"Fellini, Federico",29,No,
1966,107,"Wrong Box, The",Comedy,"Mills, John",,"Forbes, Bryan",40,No,
1968,73,"Firemen's Ball, The",Comedy,"Vostrcil, Jan",,"Forman, Milos",8,No,
1983,112,Local Hero,Comedy,"Riegert, Peter",,"Forsyth, Bill",54,No,
1983,69,"Eddie Murphy, Delirious",Comedy,"Murphy, Eddie",,"Gower, Bruce",6,No,
1984,77,"Secret Policeman's Private Parts, The",Comedy,"Cleese, John",,"Graef, Roger",36,No,
1958,83,Up the Creek,Comedy,"Sellers, Peter",,"Guest, Val",54,No,
1982,81,Monty Python Live at the Hollywood Bowl,Comedy,"Chapman, Graham",,"Hughes, Terry",81,No,
1985,82,"Angelic Conversation, The",Comedy,"Reynolds, Paul",,"Jarman, Derek",41,No,
1986,107,Down by Law,Comedy,"Waits, Tom",,"Jarmusch, Jim",49,No,
1979,94,Monty Python's Life of Brian,Comedy,"Chapman, Graham",,"Jones, Terry",11,No,
1983,107,Monty Python's the Meaning of Life,Comedy,"Cleese, John",,"Jones, Terry",33,No,
1989,55,"Will Rogers, Look Back in Laughter",Comedy,"Williams, Robin",,"Leo, Malcolm",6,No,
1987,120,"Good Morning, Vietnam",Comedy,"Williams, Robin",,"Levinson, Barry",37,No,
1964,105,Ensign Pulver,Comedy,"Walker, Robert, Jr.",,"Logan, Joshua",16,No,
1955,87,"Ladykillers, The",Comedy,"Guinness, Alec",,"Mackendrick, Alexander",28,No,
1971,88,And Now for Something Completely Different,Comedy,"Cleese, John",,"MacNaughton, Ian",44,No,
1967,85,"Thirty Is a Dangerous Age, Cynthia",Comedy,"Moore, Dudley",,"McGrath, Joseph",28,No,
1991,87,Father's Little Dividend,Comedy,"Tracy, Spencer",,"Minnelli, Vincente",52,No,
1982,92,An Evening with Robin Williams,Comedy,"Williams, Robin",,"Mischer, Don",68,No,
1987,90,Eddie Murphy Raw,Comedy,"Murphy, Eddie",,"Murphy, Eddie",51,No,
1989,118,Harlem Nights,Comedy,"Murphy, Eddie",,"Murphy, Eddie",11,No,
1970,117,Catch Twenty-Two,Comedy,"Arkin, Alan",,"Nichols, Mike",50,No,
1989,94,"Wrong Arm of the Law, The",Comedy,"Sellers, Peter",,"Owen, Cliff",25,No,
1993,,"Hot Line, The",Comedy,"Boyer, Charles",,"Perier, Etienne",70,No,
1979,108,"Prisoner of Zenda, The",Comedy,"Sellers, Peter",,"Quine, Richard",12,No,
1980,123,Mon Oncle D'Amerique,Comedy,Roger-Pierre,,"Resnais, Alain",71,No,
1983,102,"Survivors, The",Comedy,"Matthau, Walter",,"Ritchie, Michael",52,No,
1990,96,My Blue Heaven,Comedy,"Martin, Steve",,"Ross, Herbert",63,No,
1987,86,Disorderlies,Comedy,"Boys, The Fat",,"Schultz, Michael",69,No,
1991,60,Garrison Keillor's Home,Comedy,"Keillor, Garrison",,"Sevush, Herb",6,No,
1985,104,"Santa Claus, The Movie",Comedy,"Moore, Dudley",,"Szwarc, Jeannot",19,No,
1991,102,Instant Karma,Comedy,"Cassidy, David",,"Taylor, Roderick",47,No,
1985,109,Les Comperes,Comedy,"Richard, Pierre",,"Veber, Francis",54,No,
1955,57,Jack Benny Show,Comedy,"Benny, Jack",,,51,No,
1986,60,Monty Python's Flying Circus,Comedy,"Chapman, Graham",,,4,No,
1986,60,"Monty Python's Flying Circus, Vol 1.",Comedy,"Chapman, Graham",,,24,No,
1986,59,"Monty Python's Flying Circus, Vol 2.",Comedy,"Chapman, Graham",,,79,No,
1986,58,"Monty Python's Flying Circus, Vol 3.",Comedy,"Chapman, Graham",,,63,No,
1990,,Valkenvania,Comedy,"Chase, Chevy",,,82,No,
1982,101,"Secret Policeman's Other Ball, The",Comedy,"Cleese, John",,,86,No,
1992,60,Hollywood Mavericks,Comedy,"Coppola, Francis Ford",,,22,No,
1990,60,Live at Harrah's,Comedy,"Cosby, Bill",,,6,No,
1989,90,"Van, The",Comedy,"DeVito, Danny",,,5,No,
1989,116,Back to the Future II,Comedy,"Fox, Michael J.",,,65,No,
1986,49,Jay Leno: The American Dream,Comedy,"Leno, Jay",,,67,No,
1986,52,Howie Mandel's North American Watusi Tour,Comedy,"Mandel, Howie",,,65,No,
1991,98,L. A. Story,Comedy,"Martin, Steve",,,81,No,
1986,60,Steve Martin Live!,Comedy,"Martin, Steve",,,3,No,
1974,60,"Steve Martin, The Funnier Side of Eastern Canada",Comedy,"Martin, Steve",,,34,No,
1983,91,Strange Brew,Comedy,"Moranis, Rick",,,24,No,
1989,,"Best of Eddie Murphy, Saturday Night Live, The",Comedy,"Murphy, Eddie",,,56,No,
1991,99,What about Bob?,Comedy,"Murray, Bill",,,6,No,
1968,,"Secret War of Harry Frigg, The",Comedy,"Newman, Paul",,,28,No,
1987,60,Joe Piscopo New Jersey Special,Comedy,"Piscopo, Joe",,,14,No,
1991,60,"Joe Piscopo Video, The",Comedy,"Piscopo, Joe",,,44,No,
1956,27,"Case of the Mukkinese Battle Horn, The",Comedy,"Sellers, Peter",,,45,No,
1953,75,"Goon Show Movie, The",Comedy,"Sellers, Peter",,,80,No,
1975,95,"Great McGonagall, The",Comedy,"Sellers, Peter",,,72,No,
1991,101,I'm All Right Jack,Comedy,"Sellers, Peter",,,23,No,
1991,101,"Magic Christian, The",Comedy,"Sellers, Peter",,,75,No,
1991,121,"Pink Panther, The",Comedy,"Sellers, Peter",,,77,No,
1991,84,Two-Way Stretch,Comedy,"Sellers, Peter",,,7,No,
1991,92,"Spencer Tracy Legacy, The",Comedy,"Tracy, Spencer",,,44,No,
1977,75,Comedy Tonight,Comedy,"Williams, Robin",,,18,No,
1991,65,Robin Williams,Comedy,"Williams, Robin",,,4,No,
